Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Nissan X-Trail CVT 2015 с пробегом 99 006 км        ID
                    16148167";1 510 000                    ₽;2015;2                владельца;"до
                  05.2024";99 006 км;"2.0 л /
              144 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/nissan/x-trail/16148167/
"Volkswagen Caddy МКПП 2015 с пробегом 90 737 км        ID
                    16147647";1 205 000                    ₽;2015;2                владельца;"до
                  05.2024";90 737 км;"1.6 л /
              75 л.с. /
              Дизель";Механическая;Передний;Левый;Фургон Kasten;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/caddy/16147647/
"Volkswagen Polo АКПП 2021 с пробегом 14 086 км        ID
                    16147293";1 558 000                    ₽;2021;1                владелец;"до
                  03.2025";14 086 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Серый;https://rolf-probeg.ru/spb/cars/volkswagen/polo/16147293/
"Kia Soul АКПП 2019 с пробегом 39 098 км        ID
                    16129525";1 698 000                    ₽;2019;1                владелец;"до
                  08.2024";39 098 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/kia/soul/16129525/
"BMW 3 серии АКПП 2016 с пробегом 133 093 км        ID
                    16147130";1 412 000                    ₽;2016;2                владельца;"до
                  05.2024";133 093 км;"1.5 л /
              136 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/bmw/3-serii/16147130/
"Chery Tiggo 7 Pro CVT 2020 с пробегом 31 346 км        ID
                    16147070";1 950 000                    ₽;2020;1                владелец;"до
                  10.2023";31 346 км;"1.5 л /
              147 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/chery/tiggo-7-pro/16147070/
"Kia Soul АКПП 2019 с пробегом 35 171 км        ID
                    15422616";1 460 000                    ₽;2019;1                владелец;"до
                  09.2024";35 171 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/kia/soul/15422616/
"Chery Tiggo 7 Pro CVT 2020 с пробегом 61 043 км        ID
                    15720332";1 855 000                    ₽;2020;1                владелец;"до
                  12.2023";61 043 км;"1.5 л /
              147 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/chery/tiggo-7-pro/15720332/
"Hyundai Solaris АКПП 2020 с пробегом 39 092 км        ID
                    16046747";1 190 000                    ₽;2020;2                владельца;;39 092 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/hyundai/solaris/16046747/
"Volkswagen Touareg АКПП 2018 с пробегом 65 000 км        ID
                    16153428";4 185 500                    ₽;2018;1                владелец;;65 000 км;"3.0 л /
              204 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/volkswagen/touareg/16153428/
"Mitsubishi Outlander CVT 2018 с пробегом 64 035 км        ID
                    15166026";2 350 550                    ₽;2018;2                владельца;"до
                  05.2024";64 035 км;"2.4 л /
              167 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/15166026/
"Ford Explorer АКПП 2017 с пробегом 127 192 км        ID
                    16144484";2 698 000                    ₽;2017;2                владельца;"до
                  05.2024";127 192 км;"3.5 л /
              249 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/ford/explorer/16144484/
"Kia Sorento АКПП 2018 с пробегом 97 176 км        ID
                    16148643";2 280 000                    ₽;2018;1                владелец;"до
                  11.2023";97 176 км;"2.4 л /
              188 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/kia/sorento/16148643/
"Mercedes E-Класс АКПП 2021 с пробегом 37 735 км        ID
                    16139267";6 248 000                    ₽;2021;1                владелец;"до
                  08.2023";37 735 км;"2.9 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16139267/
"Mercedes M-Класс АКПП 2012 с пробегом 143 126 км        ID
                    14923559";2 365 000                    ₽;2012;5                владельцев;"до
                  05.2024";143 126 км;"3.0 л /
              258 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mercedes/m-klasse/14923559/
"Jeep Grand Cherokee АКПП 2013 с пробегом 126 922 км        ID
                    16147281";2 388 000                    ₽;2013;3                владельца;"до
                  05.2024";126 922 км;"3.6 л /
              286 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/jeep/grand-cherokee/16147281/
"Volkswagen Multivan РКПП 2018 с пробегом 91 278 км        ID
                    16144367";4 648 000                    ₽;2018;1                владелец;"до
                  05.2024";91 278 км;"2.0 л /
              140 л.с. /
              Дизель";Робот;Передний;Левый;Минивэн;Серебристый;https://rolf-probeg.ru/spb/cars/volkswagen/multivan/16144367/
"Kia Mohave АКПП 2020 с пробегом 27 566 км        ID
                    16115662";5 748 000                    ₽;2020;1                владелец;"до
                  11.2025";27 566 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/kia/mohave/16115662/
"Hyundai H-1 АКПП 2018 с пробегом 49 261 км        ID
                    16139804";2 915 000                    ₽;2018;1                владелец;"до
                  05.2024";49 261 км;"2.5 л /
              170 л.с. /
              Дизель";Автоматическая;Задний;Левый;Минивэн;Серебристый;https://rolf-probeg.ru/spb/cars/hyundai/h-1/16139804/
"Mercedes E-Класс АКПП 2016 с пробегом 103 417 км        ID
                    16145036";2 798 000                    ₽;2016;1                владелец;"до
                  05.2024";103 417 км;"2.0 л /
              184 л.с. /
              Бензин";Автоматическая;Полный;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16145036/
"BMW 4 серии АКПП 2021 с пробегом 36 545 км        ID
                    16024814";5 248 000                    ₽;2021;1                владелец;"до
                  02.2023";36 545 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Купе;Синий;https://rolf-probeg.ru/spb/cars/bmw/4-serii/16024814/
"Mercedes V-Класс АКПП 2014 с пробегом 103 681 км        ID
                    16144171";3 498 000                    ₽;2014;1                владелец;"до
                  05.2024";103 681 км;"2.1 л /
              163 л.с. /
              Дизель";Автоматическая;Задний;Левый;Минивэн L;Синий;https://rolf-probeg.ru/spb/cars/mercedes/v-klasse/16144171/
"Mazda CX-9 АКПП 2018 с пробегом 96 896 км        ID
                    15206614";3 029 000                    ₽;2018;2                владельца;"до
                  05.2024";96 896 км;"2.5 л /
              231 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mazda/cx-9/15206614/
"Volkswagen Golf МКПП 2013 с пробегом 132 134 км        ID
                    16156356";969 789                    ₽;2013;2                владельца;"до
                  06.2024";132 134 км;"1.4 л /
              122 л.с. /
              Бензин";Механическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/golf/16156356/
"Nissan Almera АКПП 2018 с пробегом 37 263 км        ID
                    15226650";961 060                    ₽;2018;1                владелец;;37 263 км;"1.6 л /
              102 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/nissan/almera/15226650/
"Renault Duster АКПП 2012 с пробегом 122 987 км        ID
                    15907694";729 789                    ₽;2012;3                владельца;"до
                  06.2024";122 987 км;"2.0 л /
              135 л.с. /
              Бензин";Автоматическая;Передний;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/renault/duster/15907694/
"Nissan X-Trail CVT 2007 с пробегом 170 949 км        ID
                    15896480";829 000                    ₽;2007;2                владельца;;170 949 км;"2.0 л /
              141 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/nissan/x-trail/15896480/
"Land Rover Discovery АКПП 2007 с пробегом 264 963 км        ID
                    15695567";844 789                    ₽;2007;7                владельцев;"до
                  06.2024";264 963 км;"2.7 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/land-rover/discovery/15695567/
"Land Rover Range Rover Evoque АКПП 2013 с пробегом 114 053 км        ID
                    15881485";2 167 789                    ₽;2013;2                владельца;"до
                  06.2024";114 053 км;"2.2 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/15881485/
"Kia Sportage АКПП 2014 с пробегом 101 484 км        ID
                    16156345";1 449 000                    ₽;2014;2                владельца;"до
                  06.2024";101 484 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/kia/sportage/16156345/
"Kia Rio АКПП 2019 с пробегом 44 000 км        ID
                    16156846";1 070 000                    ₽;2019;1                владелец;;44 000 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/kia/rio/16156846/
"Hyundai Solaris АКПП 2017 с пробегом 116 658 км        ID
                    15275357";897 000                    ₽;2017;1                владелец;"до
                  11.2022";116 658 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/hyundai/solaris/15275357/
"Hyundai i40 АКПП 2012 с пробегом 125 476 км        ID
                    16156442";1 165 789                    ₽;2012;2                владельца;"до
                  06.2024";125 476 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/hyundai/i40/16156442/
"Mercedes GLB РКПП 2020 с пробегом 30 698 км        ID
                    16137063";3 656 511                    ₽;2020;1                владелец;"до
                  05.2023";30 698 км;"2.0 л /
              190 л.с. /
              Дизель";Робот;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mercedes/glb/16137063/
"Toyota Avensis МКПП 2009 с пробегом 293 250 км        ID
                    16046755";600 000                    ₽;2009;2                владельца;;293 250 км;"1.8 л /
              147 л.с. /
              Бензин";Механическая;Передний;Левый;Универсал 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/toyota/avensis/16046755/
"Mercedes GL-Класс АКПП 2013 с пробегом 161 458 км        ID
                    15914893";2 960 306                    ₽;2013;3                владельца;"до
                  04.2024";161 458 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mercedes/gl-klass/15914893/
"Kia Seltos CVT 2021 с пробегом 32 250 км        ID
                    16153452";2 490 000                    ₽;2021;2                владельца;"до
                  06.2026";32 250 км;"2.0 л /
              149 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/kia/seltos/16153452/
"ŠKODA Rapid МКПП 2019 с пробегом 128 913 км        ID
                    15509271";814 000                    ₽;2019;1                владелец;"до
                  07.2022";128 913 км;"1.6 л /
              90 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Синий;https://rolf-probeg.ru/spb/cars/skoda/rapid/15509271/
"Mercedes E-Класс АКПП 2013 с пробегом 152 572 км        ID
                    16155916";1 537 888                    ₽;2013;2                владельца;"до
                  06.2024";152 572 км;"2.0 л /
              184 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16155916/
"Mercedes M-Класс АКПП 2014 с пробегом 185 214 км        ID
                    16140934";2 067 888                    ₽;2014;4                владельца;"до
                  05.2024";185 214 км;"2.1 л /
              204 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mercedes/m-klasse/16140934/
"Kia K5 АКПП 2021 с пробегом 3 100 км        ID
                    16027149";2 549 888                    ₽;2021;1                владелец;"до
                  11.2026";3 100 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/kia/k5/16027149/
"Toyota Camry АКПП 2021 с пробегом 42 671 км        ID
                    16125200";2 829 888                    ₽;2021;1                владелец;"до
                  05.2024";42 671 км;"2.5 л /
              200 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/toyota/camry/16125200/
"ŠKODA Octavia РКПП 2018 с пробегом 166 887 км        ID
                    15465283";1 267 888                    ₽;2018;4                владельца;"до
                  04.2024";166 887 км;"1.8 л /
              180 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Черный;https://rolf-probeg.ru/spb/cars/skoda/octavia/15465283/
"ŠKODA Rapid РКПП 2022 с пробегом 20 км        ID
                    16113182";1 689 888                    ₽;2022;1;"до
                  03.2025";20 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Красный;https://rolf-probeg.ru/spb/cars/skoda/rapid/16113182/
"Mercedes E-Класс АКПП 2020 с пробегом 15 246 км        ID
                    16110755";4 419 888                    ₽;2020;2                владельца;"до
                  04.2023";15 246 км;"2.0 л /
              197 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16110755/
"Volkswagen Tiguan АКПП 2012 с пробегом 277 604 км        ID
                    16145854";1 029 789                    ₽;2012;3                владельца;"до
                  05.2024";277 604 км;"2.0 л /
              140 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16145854/
"Kia Rio АКПП 2017 с пробегом 88 518 км        ID
                    16070006";949 658                    ₽;2017;2                владельца;"до
                  10.2022";88 518 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/kia/rio/16070006/
"Nissan Sentra CVT 2015 с пробегом 133 596 км        ID
                    15223801";748 000                    ₽;2015;3                владельца;"до
                  01.2024";133 596 км;"1.6 л /
              117 л.с. /
              Бензин";Вариатор;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/nissan/sentra/15223801/
"Toyota Land Cruiser Prado АКПП 2019 с пробегом 73 575 км        ID
                    16111903";4 995 000                    ₽;2019;1                владелец;"до
                  06.2022";73 575 км;"2.8 л /
              177 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/toyota/land-cruiser-prado/16111903/
"Porsche Cayenne АКПП 2018 с пробегом 92 269 км        ID
                    16136505";6 498 000                    ₽;2018;1                владелец;"до
                  05.2024";92 269 км;"3.0 л /
              340 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/porsche/cayenne/16136505/
"Audi A7 РКПП 2018 с пробегом 85 350 км        ID
                    15576410";4 294 000                    ₽;2018;5                владельцев;"до
                  07.2022";85 350 км;"3.0 л /
              340 л.с. /
              Бензин";Робот;Полный;Левый;Лифтбек;Серый;https://rolf-probeg.ru/spb/cars/audi/a7/15576410/
"Volkswagen Touareg АКПП 2020 с пробегом 41 658 км        ID
                    16131656";5 894 000                    ₽;2020;2                владельца;"до
                  09.2024";41 658 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/volkswagen/touareg/16131656/
"Mercedes GLC Coupe АКПП 2020 с пробегом 20 972 км        ID
                    16136276";5 348 000                    ₽;2020;1                владелец;"до
                  07.2022";20 972 км;"2.0 л /
              194 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mercedes/glc_coupe/16136276/
"Seat Ibiza МКПП 2008 с пробегом 148 910 км        ID
                    16149921";400 000                    ₽;2008;3                владельца;;148 910 км;"1.2 л /
              70 л.с. /
              Бензин";Механическая;Передний;Левый;Хэтчбек 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/seat/ibiza/16149921/
"Toyota Camry АКПП 2021 с пробегом 11 778 км        ID
                    16127641";4 311 020                    ₽;2021;1                владелец;"до
                  07.2025";11 778 км;"3.5 л /
              249 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/toyota/camry/16127641/
"Mercedes GLS АКПП 2021 с пробегом 2 227 км        ID
                    15991899";14 700 000                    ₽;2021;1                владелец;;2 227 км;"2.9 л /
              330 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mercedes/gls-klasse/15991899/
"ŠKODA Octavia АКПП 2019 с пробегом 111 158 км        ID
                    15372194";1 210 560                    ₽;2019;1                владелец;"до
                  05.2024";111 158 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/15372194/
"Toyota Land Cruiser АКПП 2021 с пробегом 225 км        ID
                    16132111";14 700 000                    ₽;2021;1                владелец;"до
                  03.2025";225 км;"3.3 л /
              299 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/toyota/land-cruiser/16132111/
"Hyundai Creta АКПП 2018 с пробегом 48 874 км        ID
                    14962248";1 530 000                    ₽;2018;1                владелец;"до
                  04.2023";48 874 км;"2.0 л /
              149 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Бежевый;https://rolf-probeg.ru/spb/cars/hyundai/creta/14962248/
"Mitsubishi Outlander CVT 2018 с пробегом 68 731 км        ID
                    15541522";1 599 912                    ₽;2018;1                владелец;"до
                  04.2024";68 731 км;"2.0 л /
              146 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/15541522/
"Audi A5 РКПП 2020 с пробегом 43 185 км        ID
                    16080425";4 500 000                    ₽;2020;3                владельца;"до
                  01.2025";43 185 км;"2.0 л /
              249 л.с. /
              Бензин";Робот;Полный;Левый;Купе;Зеленый;https://rolf-probeg.ru/spb/cars/audi/a5/16080425/
"Hyundai Creta АКПП 2020 с пробегом 30 007 км        ID
                    16136363";2 150 000                    ₽;2020;1                владелец;"до
                  10.2025";30 007 км;"2.0 л /
              149 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/hyundai/creta/16136363/
"Volkswagen Multivan РКПП 2011 с пробегом 268 551 км        ID
                    16121475";1 790 000                    ₽;2011;2                владельца;"до
                  03.2024";268 551 км;"2.0 л /
              180 л.с. /
              Дизель";Робот;Передний;Левый;Минивэн;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/multivan/16121475/
"Mercedes E-Класс АКПП 2020 с пробегом 26 974 км        ID
                    16138680";6 000 000                    ₽;2020;1                владелец;"до
                  11.2022";26 974 км;"2.0 л /
              197 л.с. /
              Бензин";Автоматическая;Полный;Левый;Купе;Черный;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16138680/
"Land Rover Range Rover АКПП 2013 с пробегом 96 300 км        ID
                    16136834";4 095 000                    ₽;2013;4                владельца;;96 300 км;"4.4 л /
              339 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover/16136834/
"Kia Rio АКПП 2020 с пробегом 31 622 км        ID
                    15714544";1 290 000                    ₽;2020;1                владелец;"до
                  11.2025";31 622 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/kia/rio/15714544/
"BMW X5 АКПП 2014 с пробегом 142 098 км        ID
                    16138515";3 080 000                    ₽;2014;3                владельца;"до
                  05.2024";142 098 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/bmw/x5/16138515/
"Lexus RX АКПП 2020 с пробегом 22 110 км        ID
                    16124752";5 990 000                    ₽;2020;1                владелец;"до
                  01.2025";22 110 км;"2.0 л /
              238 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/lexus/rx/16124752/
"Porsche Macan РКПП 2018 с пробегом 50 000 км        ID
                    16153894";5 490 000                    ₽;2018;1;;50 000 км;"2.0 л /
              252 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/porsche/macan/16153894/
"BMW 7 серии АКПП 2016 с пробегом 118 605 км        ID
                    14614130";3 350 000                    ₽;2016;2                владельца;"до
                  03.2024";118 605 км;"3.0 л /
              265 л.с. /
              Дизель";Автоматическая;Полный;Левый;Седан Long;Черный;https://rolf-probeg.ru/spb/cars/bmw/7-serii/14614130/
"ŠKODA Octavia РКПП 2015 с пробегом 121 302 км        ID
                    14269732";979 700                    ₽;2015;2                владельца;"до
                  03.2024";121 302 км;"1.4 л /
              140 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/14269732/
"Mitsubishi Outlander CVT 2019 с пробегом 158 390 км        ID
                    15275407";1 612 218                    ₽;2019;1                владелец;"до
                  04.2024";158 390 км;"2.0 л /
              146 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/15275407/
"Mitsubishi Outlander CVT 2019 с пробегом 48 950 км        ID
                    15536870";2 182 050                    ₽;2019;3                владельца;"до
                  04.2024";48 950 км;"2.0 л /
              146 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/15536870/
"Volkswagen Polo АКПП 2020 с пробегом 57 699 км        ID
                    15678422";1 325 818                    ₽;2020;1                владелец;"до
                  07.2023";57 699 км;"1.6 л /
              110 л.с. /
              Бензин";Автоматическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/polo/15678422/
"Kia K5 АКПП 2020 с пробегом 99 411 км        ID
                    15682052";1 926 420                    ₽;2020;2                владельца;"до
                  11.2025";99 411 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/kia/k5/15682052/
"Kia Ceed АКПП 2017 с пробегом 93 197 км        ID
                    15896534";1 162 060                    ₽;2017;2                владельца;"до
                  06.2022";93 197 км;"1.6 л /
              130 л.с. /
              Бензин";Автоматическая;Передний;Левый;Универсал 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/kia/ceed/15896534/
"Hyundai H-1 АКПП 2020 с пробегом 27 667 км        ID
                    15944218";3 243 264                    ₽;2020;3                владельца;"до
                  10.2023";27 667 км;"2.5 л /
              170 л.с. /
              Дизель";Автоматическая;Задний;Левый;Минивэн;Коричневый;https://rolf-probeg.ru/spb/cars/hyundai/h-1/15944218/
"Mitsubishi Outlander CVT 2016 с пробегом 173 355 км        ID
                    16059209";1 598 560                    ₽;2016;1                владелец;"до
                  12.2023";173 355 км;"2.4 л /
              167 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/16059209/
"Mitsubishi Pajero Sport АКПП 2019 с пробегом 14 903 км        ID
                    16122686";3 428 040                    ₽;2019;3                владельца;"до
                  02.2025";14 903 км;"2.4 л /
              181 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero-sport/16122686/
"Peugeot 208 АКПП 2013 с пробегом 48 163 км        ID
                    16123859";750 720                    ₽;2013;1                владелец;"до
                  04.2024";48 163 км;"1.6 л /
              120 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 3 дв.;Фиолетовый;https://rolf-probeg.ru/spb/cars/peugeot/208/16123859/
"Mazda 6 АКПП 2021 с пробегом 4 972 км        ID
                    16124054";3 036 040                    ₽;2021;1                владелец;"до
                  12.2024";4 972 км;"2.5 л /
              194 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/mazda/6/16124054/
"Citroen C1 РКПП 2013 с пробегом 140 745 км        ID
                    16124156";530 784                    ₽;2013;3                владельца;"до
                  04.2024";140 745 км;"1.0 л /
              68 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/citroen/c1/16124156/
"Kia Rio АКПП 2021 с пробегом 91 766 км        ID
                    16125082";1 317 260                    ₽;2021;1                владелец;"до
                  06.2026";91 766 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Коричневый;https://rolf-probeg.ru/spb/cars/kia/rio/16125082/
"Kia Rio МКПП 2017 с пробегом 45 200 км        ID
                    16125818";898 560                    ₽;2017;2                владельца;"до
                  09.2022";45 200 км;"1.6 л /
              123 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Красный;https://rolf-probeg.ru/spb/cars/kia/rio/16125818/
"Nissan Juke CVT 2014 с пробегом 89 069 км        ID
                    16126160";1 022 871                    ₽;2014;2                владельца;"до
                  04.2024";89 069 км;"1.6 л /
              117 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Фиолетовый;https://rolf-probeg.ru/spb/cars/nissan/juke/16126160/
"Kia Sorento АКПП 2020 с пробегом 49 279 км        ID
                    16127790";3 106 600                    ₽;2020;2                владельца;"до
                  06.2025";49 279 км;"2.4 л /
              188 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/kia/sorento/16127790/
"Volkswagen Polo РКПП 2017 с пробегом 61 825 км        ID
                    16127858";1 065 060                    ₽;2017;2                владельца;"до
                  04.2024";61 825 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/volkswagen/polo/16127858/
"Kia Venga АКПП 2015 с пробегом 89 324 км        ID
                    16132979";965 150                    ₽;2015;2                владельца;"до
                  04.2024";89 324 км;"1.6 л /
              124 л.с. /
              Бензин";Автоматическая;Передний;Левый;Компактвэн;Серебристый;https://rolf-probeg.ru/spb/cars/kia/venga/16132979/
